date,pnl_1,pnl_2,pnl_3,pnl_4,pnl_5,yearly_pnl,cumulative_pnl,year
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
2015-01-02,0.0,-1000.0,0.0,-1000.0,0.0,-2000.0,-2000.0,2015
2015-01-05,0.0,-533.9300000000912,0.0,18106.140000000094,0.0,17572.210000000003,15572.210000000003,2015
2015-01-06,-0.0,-13000.739999999969,0.0,41755.66000000003,0.0,28754.920000000064,44327.13000000006,2015
2015-01-07,0.0,9688.840000000018,-0.0,45612.48000000002,0.0,55301.320000000036,99628.4500000001,2015
2015-01-08,0.0,58276.92000000004,0.0,-18246.519999999968,0.0,40030.400000000074,139658.85000000018,2015
2015-01-09,-0.0,9838.289999999988,-0.0,4608.269999999764,-0.0,14446.559999999752,154105.40999999995,2015
2015-01-12,-0.0,-578.9700000000075,0.0,-6027.829999999736,-1000.0,-7606.799999999744,146498.6100000002,2015
2015-01-13,0.0,-10359.440000000088,0.0,6774.920000000011,-24363.07999999999,-27947.600000000068,118551.01000000013,2015
2015-01-14,-1000.0,-27953.139999999996,-0.0,-84134.29999999996,-1608.6000000000472,-114696.04000000001,3854.9700000001176,2015
2015-01-15,105288.79999999978,18822.04000000007,0.0,27672.839999999655,108109.6300000001,259893.3099999996,263748.2799999997,2015
2015-01-16,160313.50000000047,-4031.039999999951,0.0,-29609.519999999826,-0.0,126672.94000000069,390421.2200000004,2015
2015-01-19,-1819.2499999997194,-25071.96000000007,0.0,-17275.919999999944,0.0,-44167.12999999973,346254.09000000067,2015
2015-01-20,487725.8000000001,4726.020000000051,-1000.0,41270.98999999992,0.0,532722.81,878976.9000000007,2015
2015-01-21,0.0,10480.73999999996,-13090.530000000077,-15432.050000000001,0.0,-18041.84000000012,860935.0600000006,2015
2015-01-22,0.0,2935.1999999999953,14445.319999999992,20578.320000000087,0.0,37958.84000000008,898893.9000000007,2015
2015-01-23,0.0,31077.110000000048,-12977.599999999937,32687.879999999983,0.0,50787.390000000094,949681.2900000009,2015
